date,piid,agency,ceiling_value,value,update_date,fpds_status,fpds_link,vendor,description
2/5/2025,140D0421P0137,Department of the Interior,448374,109395,2/6/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0421P0137&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,"POLITICO, LLC",E&E NEWS
2/20/2025,140FS123P0319,Department of the Interior,400000,113175,2/25/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1448&PIID=140FS123P0319&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,CATALYST ENVIRONMENTAL SOLUTIONS CORPORATION,CONSERVATION PLANNING AND LITERATURE REVIEW SUPPORT
2/6/2025,140G0124F0366,Department of the Interior,334138,167069,2/28/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1434&PIID=140G0124F0366&modNumber=0&idvAgencyID=&idvPIID=140G0123A0005&contractType=AWARD,SIDEM, BIODIVERSITY/CCA MEETING FEB 2025 
2/6/2025,140G0124P0035,Department of the Interior,268088,194048,2/6/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1434&PIID=140G0124P0035&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"POLITICO, LLC",POLITICO - EMA
2/20/2025,140D0424F0937,Department of the Interior,263900,212895,2/25/2025,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0937&modNumber=P00001&idvAgencyID=&idvPIID=140D0424A0017&contractType=AWARD,NUVOSUM LLC,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
,140M0122C0014,Department of the Interior,838491,218645,2/26/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1435&PIID=140M0122C0014&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,CSA Ocean Sciences Inc.,Evaluating Effectiveness of Nature Inclusive Design Materials
,140D0424F1338,Department of the Interior,340160,279818,2/25/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F1338&modNumber=P00001&idvAgencyID=&idvPIID=47QTCA18D008L&contractType=AWARD,"GARTNER, INC.",OTHER COMPUTER RELATED SERVICES
,140L3924F0062,Department of the Interior,591531,295822,2/26/2025,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L3924F0062&modNumber=P00001&idvAgencyID=&idvPIID=140L0623A0012&contractType=AWARD,"ICF Incorporated, L.L.C.",Assistance with the development and completion of resource survey reports (Section 3) and the preparation of a resource-based environmental assessment (EA) analyzing the realignment of Sand Canyon Road (Section 4).   Task 3 Includes: Resource Survey Reports include Socioeconomic and Environmental justice analyses and baseline reports;  Task 4 Includes: Assist with Environmental Justice (EJ) Outreach Plan if warranted by the EJ specialist. *Baseline studies were funded. EA is option item to be funded after baselines are completed.
,140M0124F0023,Department of the Interior,334750,300776,2/26/2025,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1435&PIID=140M0124F0023&modNumber=P00001&idvAgencyID=&idvPIID=140M0124A0001&contractType=AWARD,Abt Global LLC,"Public Involvement Planning, Outreach, and Facilitation Services for Carbon Sequestration Activities in the Gulf of Mexico Region"
,140P2124F0072,Department of the Interior,895050,340946,2/26/2025,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1443&PIID=140P2124F0072&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA18D007R&contractType=AWARD,ABACO Strategy,Consulting support for inter agency pass modernization
,140R3023F0110,Department of the Interior,4289460,1000000,2/26/2025,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R3023F0110&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA23D0018&contractType=AWARD,"Environmental Management and Planning Solutions, Inc.",Feasability Report and EIS - VRSMP
,140R2021C0014,Department of the Interior,5589661,1366568,2/26/2025,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R2021C0014&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD,"CBEC, Inc",Architect & Engineering Svs for Bay Delta Office Scour Hole
2/21/2025,140D0424F0341,Department of the Interior,4727834,1646603,2/25/2025,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0341&modNumber=P00001&idvAgencyID=&idvPIID=140D0419D0007&contractType=AWARD,"CACI, INC. - FEDERAL",OTHER COMPUTER RELATED SERVICES
,140R2023F0095,Department of the Interior,4523887,2032170,2/27/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R2023F0095&modNumber=P00002&idvAgencyID=&idvPIID=GS00F010CA&contractType=AWARD,"ICF INCORPORATED, L.L.C.",DIRECTED OUTFLOW PROJECT: ENVIRONMENTAL EFFECTS
,140A1624F0079,Department of the Interior,4145119,3354971,2/26/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1450&PIID=140A1624F0079&modNumber=0&idvAgencyID=&idvPIID=140A1623D0020&contractType=AWARD,"Eagle Health, LLC",Environmental Review and Permitting Support for OTS
5/1/2025,140R4023F0045,Department of the Interior,6637361,3600000,2/28/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R4023F0045&modNumber=P00001&idvAgencyID=&idvPIID=GS10F0249X&contractType=AWARD,ASIR LLC, LARVAL FISH MONITORING 
2/4/2025,140G0123C0005,Department of the Interior,4210000,4000000,2/5/2025,FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1434&PIID=140G0123C0005&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,New Mexico State University,Groundwater Exploration and Assessment in the Islamic Replublic of Mauritania
2/6/2025,89303025PIG000148,Environmental Protection Agency,25800,0,2/13/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303025PIG000148&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,Politico,To procure a 1-year online subscription to (E&E News) 15 seats
2/6/2025,89303023PPA000011,Environmental Protection Agency,50274,0,2/13/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303023PPA000011&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,Politico,Twelve (12) month subscription to E&E New for the Office of Public Affairs.(PA)
2/20/2025,68HE0324F0042,Environmental Protection Agency,75021,0,2/21/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HE0324F0042&modNumber=P00002&idvAgencyID=&idvPIID=GS00F117CA&contractType=AWARD,GMG MANAGEMENT CONSULTING INC.,THE CONTRACTOR WILL PROVIDE SUPPORT IN MANAGING PRE-AWARD ACTIVITIES FOR EJ GRANTS.
1/24/2025,68HERC23P0042,Environmental Protection Agency,95922,0,2/7/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERC23P0042&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"GARTNER, INC.","TO PURCHASE A TWO YEAR SUBSCRIPTION WITH GARTNER HR LEADERS TO OBTAIN RESEARCH AND ADVISORY SERVICES COVERING EMPLOYEE EXPERIENCE, DIVERSITY, EQUITY, INCLUSION AND ACCESSIBILITY, AND WORK LIFE INTEGRATION."
2/14/2025,68HERH24F0409,Environmental Protection Agency,257672,0,2/18/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERH24F0409&modNumber=P00002&idvAgencyID=&idvPIID=68HERH24D0008&contractType=AWARD,INTSCI-ENDYNA LLC,"CONTRACTOR SUPPORT FOR OFFICE OF ENVIRONMENTAL JUSTICE AND EXTERNAL CIVIL RIGHTS, OFFICE OF POLICY, PARTNERSHIPS AND PROGRAM DEVELOPMENT, PARTNERSHIPS AND COLLABORATION DIVISION."
2/6/2025,89243623FCD000005,Environmental Protection Agency,328561,0,2/13/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89243623FCD000005&modNumber=P00007&idvAgencyID=&idvPIID=03310319D0071&contractType=AWARD,Politico,"20, One-Year E&E Publishing LLC (dba Politico LLC) Subscriptions for 5 Publications"
2/7/2025,68HERD23P0034,Environmental Protection Agency,545710,0,2/10/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERD23P0034&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"POLITICO, LLC","E&E NEWS 12 MONTH BASE PERIOD AND 12 MONTH OPTION PERIOD SUBSCRIPTION ACCESS FOR FIVE SCIENTIFIC AND POLICY PUBLICATIONS: ENERGYWIRE, CLIMATEWIRE, GREENWIRE, E&E DAILY, AND E&E NEWSPM."
2/18/2025,68HERC23F0039,Environmental Protection Agency,624786,2,2/19/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERC23F0039&modNumber=P00004&idvAgencyID=&idvPIID=68HERC21A0011&contractType=AWARD,"ABT ASSOCIATES, INC.",TECHNICAL SUPPORT FOR FOURTH SIX YEAR REVIEW AND WBS UNIT COST MODELS
2/19/2025,68HERC25C0035,Environmental Protection Agency,37463,37463,2/24/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERC25C0035&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,CENTRY CARPETING INC,Removal and Installation of Carpeting for OAP/PMD offices at William Jefferson Clinton Federal South building in accordance with the Statement of Work
2/11/2025,68HERC22F0216,Environmental Protection Agency,578160,243364,2/18/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERC22F0216&modNumber=P00003&idvAgencyID=&idvPIID=EPC17022&contractType=AWARD,"SKADDEN, ARPS, SLATE, MEAGHER & FLOM LLP",WIFIA LEGAL ADVISORY SUPPORT SERVICES: FY22 EPCOR LAKE OSWEGO
2/14/2025,68HERH23F0237,Environmental Protection Agency,6895921,6145921,2/18/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERH23F0237&modNumber=P00003&idvAgencyID=&idvPIID=68HERH22A0025&contractType=AWARD,"ENDYNA, INC.",THIS CALL ORDER IS TO AWARD A CONTRACT FOR ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS PROGRAMMING AND LEARNING.
2/6/2025,89303024PED000058,Environmental Protection Agency,29040,0,2/13/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303024PED000058&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,Politico,"Subscription for daily comprehensive, timely, objective journalistic analysis, news and information on significant policy, legislation, science, legal, regulatory affairs, and industry developments across the environment and energy spectrum."
2/6/2025,89303024PCI000010,Environmental Protection Agency,29239,0,2/13/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303024PCI000010&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,Politico,E&E News electronic subscription renewal 3/11/24-3/10/25
2/6/2025,89303024PFE000116,Environmental Protection Agency,40500,0,2/13/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303024PFE000116&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,Politico,"E&E News, purchase one-year subscription for 45 Fossil Energy (FE) HQ with access available to FE HQ Staff. Period of Performance 06/28/2024-06/27/2025."
2/6/2025,89303024POP000005,Environmental Protection Agency,43560,0,2/13/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303024POP000005&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,Politico,"To secure 70 users slots for E&E News subscriptions (E&E Daily, EnergyWire, ClimateWire, GreenWire, and E&ENewsPM)."
2/13/2025,GS10F0065V,Environmental Protection Agency,64153,0,2/24/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4730&PIID=GS10F0065V&modNumber=PSA888&idvAgencyID=&idvPIID=&contractType=IDV,THE ASSOCIATION OF STATE WETLAND MANAGERS INC.,Sediment Workshop 2025 - Engage and commit key stakeholders around the beneficial reuse of sediment and sand in California through the context of coastal and shoreline climate resiliency.
2/21/2025,GS00F117CA,Environmental Protection Agency,75021,0,2/24/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=GS00F117CA&modNumber=PSA888&idvAgencyID=&idvPIID=&contractType=IDV,GMG MANAGEMENT CONSULTING INC.,Support to EJ Grants Management
2/14/2025,68HERH24D0008,Environmental Protection Agency,257672,0,2/24/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERH24D0008&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=IDV,INTSCI-ENDYNA LLC,Support for the U.S. EPA Science Advisory Board Staff Office and other Agency Federal Advisory Committees Staff Offices
2/6/2025,89303025PMA000335,Environmental Protection Agency,399091,0,2/13/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303025PMA000335&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,Politico,Politico Pro Renewal FY2025 - 172 subscribers
2/14/2025,68HERC19D0003,Environmental Protection Agency,985889,0,2/24/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERC19D0003&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=IDV,"ICF Incorporated, L.L.C.",Support for Expanding the Environmental Justice Content within ACE (America's Children and the Environment)
2/6/2025,89303025PGD000003,Environmental Protection Agency,59475,41155,2/13/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303025PGD000003&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,Politico,8 licenses/subscriptions of E&E NEWS for the Grid Deployment Office.
2/20/2025,68HERH23D0013,Environmental Protection Agency,540484,52877,2/24/2025,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERH23D0013&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=IDV,BOOZ ALLEN HAMILTON INC,"Task Order for Emergency Planning and Community Right-to-Know Act (EPCRA), Oil Spills Prevention and Preparedness Regulations, and Risk Management Plan (RMP) Information Center Support"
,140D0423F0629,Environmental Protection Agency,383283,191951,2/27/2025,FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F0629&modNumber=P00007&idvAgencyID=&idvPIID=140D0421A0004&contractType=AWARD,S C & A INC,"SUPPORT UNDER THIS BPA ORDER #10 IS FOR THE U.S. ENVIRONMENTAL PROTECTION AGENCY (EPA), OFFICE OF ATMOSPHERIC PROTECTION (OAP), STRATOSPHERIC PROTECTION DIVISION. THE EPA REQUIRES A CONTRACTOR TO SUPPORT THE NEED FOR RETREAT FACILITATION AND STRATEGI"
2/6/2025,89303024PGC000024,Environmental Protection Agency,281786,232786,2/13/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89303024PGC000024&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,Politico,E&E News Subscription Services
2/7/2025,11316025F0002UST,Executive Office of the President,27230,0,2/10/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1100&PIID=11316025F0002UST&modNumber=P00001&idvAgencyID=&idvPIID=11316023A0011EOP&contractType=AWARD,"POLITICO, LLC",POLITICO PRO PLUS
2/7/2025,11316024F0012WHO,Executive Office of the President,29175,0,2/10/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1100&PIID=11316024F0012WHO&modNumber=P00001&idvAgencyID=&idvPIID=11316023A0011EOP&contractType=AWARD,"POLITICO, LLC",SUBSCRIPTIONS
2/7/2025,11316024F0003CEQ,Executive Office of the President,31450,0,2/10/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1100&PIID=11316024F0003CEQ&modNumber=P00001&idvAgencyID=&idvPIID=11316023A0011EOP&contractType=AWARD,"POLITICO, LLC",SUBSCRIPTION
2/6/2025,11316024F0002NCD,Executive Office of the President,33525,0,2/7/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1100&PIID=11316024F0002NCD&modNumber=P00001&idvAgencyID=&idvPIID=11316023A0011EOP&contractType=AWARD,"POLITICO, LLC",POLITICO PRO PREMIUM SUBSCRIPTION FOR 15 USERS
2/6/2025,11316025F0003NCD,Executive Office of the President,35175,0,2/7/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1100&PIID=11316025F0003NCD&modNumber=P00001&idvAgencyID=&idvPIID=11316023A0011EOP&contractType=AWARD,"POLITICO, LLC",POLITICO PRO PREMIUM SUBSCRIPTION FOR 15 USERS
2/6/2025,11316024F0004OST,Executive Office of the President,37000,0,2/7/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1100&PIID=11316024F0004OST&modNumber=P00001&idvAgencyID=&idvPIID=11316023A0011EOP&contractType=AWARD,"POLITICO, LLC",POLITICO PRO SUBSCRIPTION
2/7/2025,11316024F0007OMB,Executive Office of the President,81000,0,2/10/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1100&PIID=11316024F0007OMB&modNumber=P00001&idvAgencyID=&idvPIID=11316023A0011EOP&contractType=AWARD,"POLITICO, LLC",POLITICO PRO
2/7/2025,11316022P0006OAS,Executive Office of the President,482550,106150,2/20/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1100&PIID=11316022P0006OAS&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"POLITICO, LLC",E&E NEWS PUBLICATIONS
2/26/2025,EXIM14P0055,Export-Import Bank of the US,37499,0,2/27/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8300&PIID=EXIM14P0055&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD,"LEADERSHIP DIRECTORIES, INC.",SUBSCRIPTION-LEADERSHIP FEDERAL ONLINE
2/28/2025,83310124F0123,Export-Import Bank of the US,27000,0,2/28/2025,CHANGE ORDER,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8300&PIID=83310124F0123&modNumber=P00001&idvAgencyID=&idvPIID=83310123A1305&contractType=AWARD,Partnership for Public Service Inc., Training - IDS 
2/6/2025,273FCC21C0016,Federal Communications Commission,261580,0,2/13/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2700&PIID=273FCC21C0016&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,Politico,POLITICO Pro Plus
2/11/2025,93310024F0015,Federal Mediation and Conciliation Service,354969,0,2/13/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9300&PIID=93310024F0015&modNumber=A00001&idvAgencyID=&idvPIID=GS00F045DA&contractType=AWARD,Guidehouse Inc.,ENTERPRISE RISK MANAGEMENT SUPPORT SERVICES
2/13/2025,93310023P0025,Federal Mediation and Conciliation Service,3277569,590329,2/13/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9300&PIID=93310023P0025&modNumber=A00003&idvAgencyID=&idvPIID=&contractType=AWARD,AGELIX CONSULTING LLC,CUSTOMER RELATION MANAGEMENT SYSTEM IMPLEMENTATION AND SUPPORT
2/28/2025,93310024P0024,Federal Mediation and Conciliation Service,25800,0,2/28/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9300&PIID=93310024P0024&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,Partnership for Public Service Inc., Excellence in Government Program 
1/27/2025,29FTC123C0021,Federal Trade Commission,75000,65250,2/18/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2900&PIID=29FTC123C0021&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,MGMA-ACMPE,EXPERT SERVICES
2/11/2025,47QFDA21F0046,General Services Administration,449265,0,2/12/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QFDA21F0046&modNumber=P00007&idvAgencyID=&idvPIID=GS00F045DA&contractType=AWARD,GUIDEHOUSE INC.,"Terminated for convenience, in process of being closed out"
2/3/2025,47QRAB24F0007,General Services Administration,849690,0,2/3/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QRAB24F0007&modNumber=P00001&idvAgencyID=&idvPIID=47QRAB23A0002&contractType=AWARD,"INOVATE SOLUTIONS, INC.","The purpose of this Task Order (TO) is to develop an enterprise risk report, related risk program proposal, and subsequent risk program implementation."
2/3/2025,47QRAB24F0009,General Services Administration,593715,401657,2/3/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QRAB24F0009&modNumber=P00001&idvAgencyID=&idvPIID=47QRAB23A0003&contractType=AWARD,CONNEXUS HUB INC.,Instructional Design Support
2/6/2025,47QTCB21F0034,General Services Administration,3452857,889513,2/20/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QTCB21F0034&modNumber=P00008&idvAgencyID=&idvPIID=47QTCB21A0003&contractType=AWARD,"JAVA PRODUCTIONS, INC.",ITC SME PMO SUPPORT
2/10/2025,47QTCB21F0035,General Services Administration,3711206,1015257,2/20/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QTCB21F0035&modNumber=P00010&idvAgencyID=&idvPIID=47QRAA21D001T&contractType=AWARD,"CENSEO CONSULTING GROUP, INC.",ACQUIRE PROGRAM MANAGEMENT OFFICE (PMO) SUPPORT SERVICES FOR THE ENTERPRISE MOBILITY SERVICES PROGRAM. (SUBJECT TO THE AVAILABILITY OF FUNDS)
2/24/2025,47QFDA23C0001,General Services Administration,2633627,1098340,2/26/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QFDA23C0001&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,J3 CONSULTING LLC,ACQUISITION SUPPORT SERVICES
2/12/2025,47QTCB21F0029,General Services Administration,3076741,1107864,2/20/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QTCB21F0029&modNumber=P00010&idvAgencyID=&idvPIID=47QTCB21A0003&contractType=AWARD,"JAVA PRODUCTIONS, INC.",COMSATCOM IT- BASE YEAR
2/4/2025,47QDCB23F0007,General Services Administration,2534027,1718130,2/7/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QDCB23F0007&modNumber=P00003&idvAgencyID=&idvPIID=GS00F045DA&contractType=AWARD,GUIDEHOUSE INC.,"Vendor Confirmed T4C, Client-OPC"
2/4/2025,47QPCA23F0011,General Services Administration,9645372,1881230,2/5/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA23F0011&modNumber=P00015&idvAgencyID=&idvPIID=GS10F0065X&contractType=AWARD,"CLEARING, INC., THE",TTS CoE Strategic Support
2/24/2025,47QFDA23C0003,General Services Administration,3893824,2109558,2/26/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QFDA23C0003&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,BG CONSULTING SERVICES LLC,ACQUISITION COMPLIANCE SUPPORT SERVICES
2/10/2025,47QTCB25F0001,General Services Administration,3625994,3051409,2/20/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QTCB25F0001&modNumber=P00001&idvAgencyID=&idvPIID=47QTCB21A0002&contractType=AWARD,ETELLIGENT GROUP LLC,"BUSINESS SUPPORT SERVICES TO INCLUDE ICAM SUBJECT MATTER EXPERTISE, ACQUISITION MANAGEMENT, STRATEGIC PLANNING AND COMMUNICATIONS, AND INNOVATION AND EMERGING TECHNOLOGY RESEARCH IN ORDER TO MEET MISSIONS, GOALS, AND OBJECTIVES."
2/14/2025,47QFHA24F0004,General Services Administration,5726212,3794982,2/18/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QFHA24F0004&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA24D000P&contractType=AWARD,"CPS PROFESSIONAL SERVICES, LLC",OUSD OXD SOLE SOURCE TASK ORDER
1/30/2025,47QFLA19F0183,General Services Administration,31327026,9314624,1/31/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QFLA19F0183&modNumber=P00099&idvAgencyID=&idvPIID=GS10F0052R&contractType=AWARD,"CENSEO CONSULTING GROUP, INC.","Partial Terminated on 2/3/25 -ITC Outreach, ITC Strategy , CASE and Commercial Platforms\r\nStill on Contract GWPMO, MAS PMO and Hi-Def tasks are still on the censeo contract."
2/21/2025,47PM0725F0030,General Services Administration,44420343,37689634,2/21/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4740&PIID=47PM0725F0030&modNumber=PA0004&idvAgencyID=&idvPIID=DEEE0008027&contractType=AWARD,"AMERESCO, INC",The National Capital Region Energy Savings Performance Contract Project
2/4/2025,47QDCB21F0013,General Services Administration,45851590,38675183,2/5/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QDCB21F0013&modNumber=P00018&idvAgencyID=&idvPIID=GS10F0083V&contractType=AWARD,"EAGLE HILL CONSULTING, LLC",Workforce Transformation PMO Support
